role,source_split,profile,level,pair_id,condition,space,metric,value
secondary,validation,continuous,24,7,attack_random_continuous,65536,B5_locked_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,entropy_AP,0.5114470829522649
primary,validation,continuous,24,7,attack_sweep_continuous,2048,unique_ratio_AP,0.5263157894736842
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B2_attack_alert,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B2_benign_trigger,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B2_FNR,0.62
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B2_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_initial_attack_alert,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_initial_benign_trigger,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_initial_FNR,0.62
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_locked_attack_alert,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_locked_FNR,1.0
primary,validation,continuous,24,7,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,entropy_AP,0.5
primary,validation,continuous,24,7,attack_sweep_continuous,65536,unique_ratio_AP,0.5
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B2_attack_alert,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B2_benign_trigger,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B2_FNR,0.62
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B2_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_initial_attack_alert,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_initial_benign_trigger,0.38
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_initial_FNR,0.62
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_locked_attack_alert,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_locked_benign_trigger,0.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_locked_FNR,1.0
primary,validation,continuous,24,7,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,entropy_AP,0.30979711250680353
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3116290641900321
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.12666666666666668
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,2048,B5_locked_J,-0.12666666666666668
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,entropy_AP,0.3103082843874743
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.31191908217330794
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.22
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,60,0,attack_dup_sweep_continuous,65536,B5_locked_J,-0.22
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,entropy_AP,0.3094812252501294
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,unique_ratio_AP,0.3095912284671478
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.12666666666666668
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,2048,B5_locked_J,-0.12666666666666668
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,entropy_AP,0.3094812252501294
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,unique_ratio_AP,0.3095912284671478
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.22
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,60,0,attack_fixed_continuous,65536,B5_locked_J,-0.22
secondary,validation,continuous,60,0,attack_random_continuous,2048,entropy_AP,0.5048991810374401
secondary,validation,continuous,60,0,attack_random_continuous,2048,unique_ratio_AP,0.4640711415615929
secondary,validation,continuous,60,0,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_initial_FNR,0.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_initial_J,0.0
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_locked_attack_alert,0.10666666666666667
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_locked_benign_trigger,0.12666666666666668
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_locked_FNR,0.8933333333333333
secondary,validation,continuous,60,0,attack_random_continuous,2048,B5_locked_J,-0.020000000000000004
secondary,validation,continuous,60,0,attack_random_continuous,65536,entropy_AP,0.4969305426020339
secondary,validation,continuous,60,0,attack_random_continuous,65536,unique_ratio_AP,0.4916736376908715
secondary,validation,continuous,60,0,attack_random_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_initial_attack_alert,1.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_initial_FNR,0.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_initial_J,0.0
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_locked_attack_alert,0.22
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_locked_benign_trigger,0.22
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_locked_FNR,0.78
secondary,validation,continuous,60,0,attack_random_continuous,65536,B5_locked_J,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,entropy_AP,0.5614074425005385
primary,validation,continuous,60,0,attack_sweep_continuous,2048,unique_ratio_AP,0.6036827989463338
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B2_attack_alert,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B2_benign_trigger,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B2_FNR,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B2_J,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_initial_attack_alert,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_initial_benign_trigger,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_initial_FNR,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_locked_attack_alert,0.22666666666666666
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.12666666666666668
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_locked_FNR,0.7733333333333333
primary,validation,continuous,60,0,attack_sweep_continuous,2048,B5_locked_J,0.09999999999999998
primary,validation,continuous,60,0,attack_sweep_continuous,65536,entropy_AP,0.5014559306077584
primary,validation,continuous,60,0,attack_sweep_continuous,65536,unique_ratio_AP,0.5033557046979866
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B2_attack_alert,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B2_benign_trigger,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B2_FNR,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B2_J,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_initial_attack_alert,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_initial_benign_trigger,1.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_initial_FNR,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_locked_attack_alert,0.22666666666666666
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_locked_benign_trigger,0.22
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_locked_FNR,0.7733333333333333
primary,validation,continuous,60,0,attack_sweep_continuous,65536,B5_locked_J,0.006666666666666654
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,entropy_AP,0.3094604792314031
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3114735707789619
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.22666666666666666
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,2048,B5_locked_J,-0.22666666666666666
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,entropy_AP,0.30952011242801647
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3116138880152262
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.2733333333333333
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,60,5,attack_dup_sweep_continuous,65536,B5_locked_J,-0.2733333333333333
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,entropy_AP,0.3096298666568219
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,unique_ratio_AP,0.3100397509790156
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.22666666666666666
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,2048,B5_locked_J,-0.22666666666666666
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,entropy_AP,0.3096298666568219
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,unique_ratio_AP,0.3100397509790156
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.2733333333333333
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,60,5,attack_fixed_continuous,65536,B5_locked_J,-0.2733333333333333
secondary,validation,continuous,60,5,attack_random_continuous,2048,entropy_AP,0.49926395638482735
secondary,validation,continuous,60,5,attack_random_continuous,2048,unique_ratio_AP,0.4713643238692067
secondary,validation,continuous,60,5,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B2_J,0.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_initial_FNR,0.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_initial_J,0.0
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_locked_attack_alert,0.20666666666666667
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_locked_benign_trigger,0.22666666666666666
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_locked_FNR,0.7933333333333333
secondary,validation,continuous,60,5,attack_random_continuous,2048,B5_locked_J,-0.01999999999999999
secondary,validation,continuous,60,5,attack_random_continuous,65536,entropy_AP,0.4996296296296296
secondary,validation,continuous,60,5,attack_random_continuous,65536,unique_ratio_AP,0.49833890746934223
secondary,validation,continuous,60,5,attack_random_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B2_J,0.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_initial_attack_alert,1.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_initial_FNR,0.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_initial_J,0.0
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_locked_attack_alert,0.2733333333333333
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_locked_benign_trigger,0.2733333333333333
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_locked_FNR,0.7266666666666667
secondary,validation,continuous,60,5,attack_random_continuous,65536,B5_locked_J,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,entropy_AP,0.536091523869275
primary,validation,continuous,60,5,attack_sweep_continuous,2048,unique_ratio_AP,0.6364850613885571
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B2_attack_alert,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B2_benign_trigger,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B2_FNR,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B2_J,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_initial_attack_alert,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_initial_benign_trigger,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_initial_FNR,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_locked_attack_alert,0.26666666666666666
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.22666666666666666
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_locked_FNR,0.7333333333333334
primary,validation,continuous,60,5,attack_sweep_continuous,2048,B5_locked_J,0.04000000000000001
primary,validation,continuous,60,5,attack_sweep_continuous,65536,entropy_AP,0.5
primary,validation,continuous,60,5,attack_sweep_continuous,65536,unique_ratio_AP,0.5
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B2_attack_alert,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B2_benign_trigger,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B2_FNR,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B2_J,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_initial_attack_alert,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_initial_benign_trigger,1.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_initial_FNR,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_locked_attack_alert,0.2733333333333333
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_locked_benign_trigger,0.2733333333333333
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_locked_FNR,0.7266666666666667
primary,validation,continuous,60,5,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,entropy_AP,0.30890985606369176
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.30969903778889596
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,entropy_AP,0.3091610544812389
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3097699295958024
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,120,4,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,entropy_AP,0.30898317839358863
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,unique_ratio_AP,0.30933992721973563
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B2_J,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,2048,B5_locked_J,-1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,entropy_AP,0.3089943370930105
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,unique_ratio_AP,0.30935123285669475
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B2_J,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,validation,continuous,120,4,attack_fixed_continuous,65536,B5_locked_J,-1.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,entropy_AP,0.48669497617228213
secondary,validation,continuous,120,4,attack_random_continuous,2048,unique_ratio_AP,0.4254846860176528
secondary,validation,continuous,120,4,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,B2_FNR,0.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,B2_J,0.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,validation,continuous,120,4,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
