split,profile,condition,role,level,pair_id,schedule_seed,query_seed,payload_seed,arrival_schedule_sha256,query_schedule_sha256,decisions,fragments_total,benign_fragments_total,attack_fragments_total,measurement_start_seconds,measurement_end_seconds,samples_mean,samples_p95,entropy_mean,unique_ratio_mean,blocks_legacy,blocks_combined,blocks_volume,blocks_entropy,blocks_unique,rate_legacy,rate_combined,rate_volume,rate_entropy,rate_unique,raw_file,raw_sha256
calibration,bursty,benign_bursty,benign,200,0,14642148752032785582,7402025104951184599,17347881150132568762,6ec0f0e9745511bd2dd85c32283e45a5b6ef995d6bd36bbff5c1da93fdd5e280,0d04f2a11df05a5ee44819149a1e2929f7dbf67cb63e818bcd6fc60c5039c512,150,4348,4348,0,6.2352347500690755,43.485234750069075,198.91333333333333,279.09999999999997,7.481748358187369,0.9543865401493457,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_00.jsonl.gz,7ae04c3d46fbe7771e1e000c206f2f8a5ca84554c75a582e765829eeb2cedac3
calibration,bursty,benign_bursty,benign,200,1,6583253704384485558,17873357037308705727,1490485179396484131,01cfcf23bdc311de94c90e85a476a7e0e7cb16ff34899d0f96ee16880d735585,8114f4715475652b958f024023a1f85670da8e24879684d31e6190b0d0623a96,150,4375,4375,0,6.178977170458247,43.428977170458246,203.6,288.54999999999995,7.519863911949768,0.9571175140415318,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_01.jsonl.gz,b221454ab4c6ca5ab61997f763fecc54ed575757fada6e345e0d32bf71f52aad
calibration,bursty,benign_bursty,benign,200,2,13460932717458733837,3042682407150864359,6006403065273457278,ca6f7f91aa8b15563f60ac096df1385b7c2d615accb528d79a854db15d18cef0,3855c8b2bb6ae1c9a85ef7200e4b59ceb35a7051728d4651ba5a23acb8cab5e1,150,4455,4455,0,6.202172910677312,43.45217291067731,201.17333333333335,291.09999999999997,7.489206371992166,0.9534339843502039,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_02.jsonl.gz,c6de23343b9c75fb21cb2b2c04a45f5ec9c9557d8b89f47690a8e392e5ebfadb
calibration,bursty,benign_bursty,benign,200,3,9570378081210666891,11401857593803639954,11053876387694794345,8051df8c02675230a28d7d67539cc9c16497fdb02a1a7ca8b1b4d703db88da91,49181970de5d0a7734f8b6e49599e38993c8cb234d67e096e0f68540cd378259,150,4223,4223,0,6.159072512414016,43.40907251241401,197.52,281.2999999999999,7.4798566834085,0.9583272294488141,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_03.jsonl.gz,8003efdfea1719f808a5a3f0adfe7eac5c7703b32cd47bc424420f4d218365f5
calibration,bursty,benign_bursty,benign,200,4,13085897464229949975,1047424868033865888,5095245327114929968,b8877123fddffb4707fd2e4aa8ebebe55d3d6ffd306e1766c7b3127fccfe1f29,af7cbdfc41d61ca23a89892473139fa3de02ea80c7b9b144825b94870b0a0c44,150,4284,4284,0,6.196609080672674,43.44660908067267,198.37333333333333,286.0,7.472097318778649,0.9519023356436837,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_04.jsonl.gz,8e153495ce8343f5fe123f8c379e53521154284e1fb1e0c64e2ce0c63cd241e8
calibration,bursty,benign_bursty,benign,200,5,5041337691770345748,7495431414313827446,13716082839119151746,359428946aa8d3ab765168512022339230353c80c5fe6d9c01a68f6506d274e6,f0094777fa8741292590b46ed2612c157a2ad254bb744ec57e5e82d7bd16a270,150,4380,4380,0,6.190705720931055,43.44070572093106,204.77333333333334,291.0,7.514144853474011,0.9512742788472838,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_05.jsonl.gz,2140cca91bf8599dfc3d0c5e88cc366c5264a56b2ef7e74e54bd670bb0c5adc6
calibration,bursty,benign_bursty,benign,200,6,14936018274771237347,16418368104697234739,10003734408023992240,034f579b60dcf586e81b4acc3647c9f83751ce5ac2578dfd6003e71c148b2d50,607261b1d12400ba459341e6534890dd32132f5138039aa1be5539d5c24b05e1,150,4352,4352,0,6.216728720460314,43.46672872046032,204.92666666666668,295.09999999999997,7.504167598075143,0.9487176407202814,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_06.jsonl.gz,932dbd86777cbeb06782ab569384c0ba37a8f5cedc43d3945c2d87f2b4ca4041
calibration,bursty,benign_bursty,benign,200,7,915961973140900674,16164984643938357476,10902143838978445768,ece9ca7266957268fbe5112bb7c10cf48e7e030d42b54502a6c13f0681724280,22c1d9fa2c963a5740685d056676e88a7045bc608191d4a817749976d417b315,150,4318,4318,0,6.096013490471646,43.34601349047165,196.78666666666666,280.54999999999995,7.46374226013282,0.9573390971143446,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_07.jsonl.gz,cbebfc51394e883678be23830ea30ee9439c9649a44feb0f60574c933fe09043
calibration,bursty,benign_bursty,benign,200,8,11840118907126105473,12258675552247700409,9528029876072093986,2dd2691819daa6ead692f5f758e0468226841c548e3d6e5b94261b3490f9308d,bfca5ec571e6cbd23da7fd2e502fea6ed07cf08a4ac58e298fb833c933f5a8dd,150,4445,4445,0,6.113935746593916,43.36393574659392,201.68666666666667,285.54999999999995,7.492680269934198,0.9500699620098936,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_08.jsonl.gz,514168660946627d9f45637890009bfa4caa248878033319bbb9f4577bf036fc
calibration,bursty,benign_bursty,benign,200,9,10951519743782940705,3630892124890015163,13651538599588445557,570ac692e96279586a7e7a30852013fbda4f83bfdeac95607f84d54a6ef42668,4235bca3224ea00ac577c93ac551cd5256acfcb65382df5e50231f1694bfc9ba,150,4179,4179,0,6.031979503274211,43.281979503274215,197.60666666666665,288.0,7.467304515429517,0.9547420074940749,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_200/pair_09.jsonl.gz,c74f471d3803e6e0f0660c942736e32c0ac40304a5b458e8656c0ff5c94f7531
