role,profile,level,condition,space,metric,mean,ci_low,ci_high,pairs
secondary,continuous,200,attack_fixed_continuous,65536,unique_ratio_AP,0.30897959527446844,0.30892702246578135,0.3090386294616603,6
secondary,continuous,200,attack_random_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_locked_FNR,0.0011111111111111183,0.0,0.003333333333333355,6
secondary,continuous,200,attack_random_continuous,2048,B5_locked_J,-0.0011111111111111183,-0.003333333333333355,0.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_locked_attack_alert,0.9988888888888888,0.9966666666666666,1.0,6
secondary,continuous,200,attack_random_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,2048,entropy_AP,0.5073933692390469,0.495377972339114,0.5186678772318073,6
secondary,continuous,200,attack_random_continuous,2048,unique_ratio_AP,0.48732791011791665,0.44736765114350563,0.5304712942411797,6
secondary,continuous,200,attack_random_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_locked_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_locked_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_random_continuous,65536,entropy_AP,0.5018249588125844,0.49786857706485127,0.505860995790843,6
secondary,continuous,200,attack_random_continuous,65536,unique_ratio_AP,0.4706399381326228,0.4472353514336616,0.49272607873365687,6
